5.700002203468596917e+01,1.000005837199102565e+01
5.699996555770318452e+01,1.000004758265651894e+01
5.699991152633219826e+01,9.999790728912058668e+00
5.700003265038998279e+01,9.999998237255557143e+00
5.700002174763665863e+01,9.999994960876616545e+00
5.699996356724948754e+01,9.999976667358847493e+00
5.700010315626749957e+01,9.999976926662453636e+00
5.699999164007471109e+01,1.000000264603075628e+01
5.699997838216116719e+01,9.999951129267104832e+00
5.699976847684514780e+01,1.000004537000819838e+01
5.700010490022451393e+01,1.000017748193128497e+01
5.700011483725835859e+01,1.000003568953510147e+01
5.700019080987214437e+01,1.000000281112400558e+01
5.699990811611718300e+01,1.000013275140567970e+01
5.700006438548292209e+01,1.000015314008819978e+01
5.700000067356447886e+01,9.999998061294986584e+00
5.700000132724593982e+01,9.999994923392756974e+00
5.700004895130133065e+01,1.000000070654476581e+01
5.700002314418318150e+01,1.000002776636250168e+01
5.699992539371701383e+01,1.000002738301132510e+01
5.700000333157085208e+01,1.000003402507545758e+01
5.699972183330840636e+01,9.999834597734443165e+00
5.699999480914882355e+01,9.999790637833129381e+00
5.699995969845242172e+01,9.999963125682022280e+00
5.699999821011963519e+01,1.000000996394282105e+01
5.700012296183636096e+01,9.999928945658886903e+00
5.700016585089966270e+01,1.000005303390812550e+01
5.699984985730893783e+01,1.000013616468094746e+01
5.700008500136253531e+01,9.999993547731467203e+00
5.699998139650726614e+01,1.000022229631917270e+01
5.700013408261641246e+01,9.999980629839354762e+00
5.700000140915701508e+01,1.000000524493681908e+01
5.699993494099822300e+01,1.000001270260609587e+01
5.700000985726897085e+01,1.000008416998869443e+01
5.699999482776558324e+01,9.999897295630111316e+00
5.700004176775394882e+01,9.999993271163589270e+00
5.699999722983623229e+01,1.000011419897411002e+01
5.700000075578097380e+01,9.999967565487189347e+00
5.700001439143728987e+01,1.000017451736852436e+01
5.699999142714409572e+01,1.000001244012443102e+01
5.699984732557842193e+01,1.000007051252130097e+01
5.699999953605666292e+01,9.999952834449560513e+00
5.699988428785470518e+01,9.999958471274471350e+00
5.700002457905353026e+01,9.999999133925729922e+00
5.699996236159579155e+01,1.000002819262348375e+01
5.700014135575268170e+01,1.000011756539327834e+01
5.699997187178766467e+01,9.999983172618330585e+00
5.699999027335503143e+01,9.999939885346041279e+00
5.700006441649053102e+01,1.000007076204528644e+01
5.699997164395998084e+01,1.000000483257088391e+01
5.700016832866899108e+01,1.000004781888834060e+01
5.699999506890976164e+01,1.000002291826872636e+01
5.699992706919704233e+01,1.000000222501740410e+01
5.700008446264950379e+01,1.000007877108012799e+01
5.700009934240994625e+01,9.999929515888624110e+00
5.699996696451244560e+01,1.000002222406251384e+01
5.699999770663488619e+01,9.999999858999313318e+00
5.700006134504473465e+01,9.999983720055835690e+00
5.700004636845787331e+01,9.999958903231743079e+00
5.699999498925827623e+01,1.000021510004174274e+01
5.700016911529267105e+01,1.000002297171844923e+01
5.699998360679901310e+01,9.999971612853576275e+00
5.700005303285197300e+01,9.999885854335557767e+00
5.700004526138663863e+01,1.000001680116072400e+01
5.699992732038708709e+01,1.000013585027043916e+01
5.699997749871356945e+01,1.000004237543490326e+01
5.699988015547491216e+01,1.000017920871248656e+01
5.700007640432765044e+01,9.999911966239729111e+00
5.699999333710053406e+01,9.999936853761564493e+00
5.700000601362508945e+01,1.000009619609604172e+01
5.700000829690949899e+01,9.999999504380724602e+00
5.700001966277137910e+01,1.000002794373447657e+01
5.699998740262636687e+01,9.999988490665128182e+00
5.700003365971266334e+01,1.000009280485342522e+01
5.699998772202886244e+01,9.999877207705125670e+00
5.699999988983993404e+01,1.000000124748421371e+01
5.700002221867728736e+01,1.000009601027792527e+01
5.700002794335983936e+01,9.999947403217527508e+00
5.699981523095382130e+01,1.000003886723751734e+01
5.699997103860767567e+01,9.999856830134362440e+00
5.700014230350143407e+01,9.999941165945550381e+00
5.699998030782099079e+01,9.999950190025494123e+00
5.700000408719148481e+01,9.999995943926133890e+00
5.699992766208543316e+01,1.000007735478496329e+01
5.699998336694228840e+01,1.000001449161200284e+01
5.699998234510441364e+01,1.000001597397816866e+01
5.700000890997766589e+01,9.999998449214801965e+00
5.700003997257021382e+01,1.000000269979989831e+01
5.700008719368533860e+01,9.999916627729383833e+00
5.699977379172612757e+01,9.999962852508900824e+00
5.699992934108676224e+01,1.000005032532658866e+01
5.699999991023937440e+01,1.000000277832645779e+01
5.700000528116073184e+01,1.000000746168508137e+01
5.700000247052245328e+01,1.000010035901914662e+01
5.699996144213016436e+01,1.000002103565577016e+01
5.700000721291095829e+01,1.000000804018810463e+01
5.699999782921295832e+01,9.999981352447244731e+00
5.699998992904263417e+01,9.999970135032510754e+00
5.700006247133924830e+01,1.000001942530125021e+01
5.700011991905054742e+01,9.999882707655103786e+00
5.700002750978770649e+01,9.999951760308885440e+00
5.700003130770408433e+01,1.000000302145016029e+01
5.699996860571685176e+01,1.000000475234141994e+01
5.700001687227933900e+01,1.000000305326133976e+01
5.699995371048031245e+01,1.000010214170656120e+01
5.700009485798040032e+01,1.000000799578408817e+01
5.700001409077189862e+01,1.000000201718228077e+01
5.699994361005411747e+01,1.000017034473515132e+01
5.700000191691763263e+01,9.999996161060357380e+00
5.700011554664403235e+01,1.000005291116935524e+01
5.699989636244281854e+01,9.999908143819931539e+00
5.700003881184579058e+01,9.999994910745703791e+00
5.700000248825984528e+01,9.999968427511344515e+00
5.699991074067605723e+01,1.000005557773408427e+01
5.699995831644577748e+01,9.999921191194781400e+00
5.699996006494972534e+01,1.000008424815495900e+01
5.699999177808815887e+01,1.000003782970368960e+01
5.699999141543074188e+01,9.999980190681917236e+00
5.699999313695285252e+01,9.999999821491838858e+00
5.700006590345000035e+01,9.999949202439081475e+00
5.700006511102918694e+01,1.000002399155215649e+01
5.699993494235520330e+01,1.000005602063454191e+01
5.700006411069110612e+01,9.999941418639268775e+00
5.700000021309131171e+01,1.000000064115429232e+01
5.699998621885170991e+01,9.999987722759211550e+00
5.700000002988834780e+01,9.999988657818997595e+00
5.700010574124925000e+01,1.000000265906672681e+01
5.700004770036972701e+01,9.999989751910742797e+00
5.700004306289564937e+01,9.999972663457729283e+00
5.700004651188547911e+01,9.999945982948727163e+00
5.700003425879199170e+01,1.000012647756765283e+01
5.699999807634215188e+01,1.000000410471442969e+01
5.700003828371354331e+01,1.000000602393290272e+01
5.699998827074246321e+01,1.000003356247853681e+01
5.699999885686418111e+01,1.000005617446273831e+01
5.700000451746188901e+01,1.000000329372064733e+01
5.699986902382084963e+01,1.000006096933186761e+01
5.699999957630109293e+01,9.999978395023628508e+00
5.700002091973482266e+01,9.999974708704449711e+00
5.699995903642583528e+01,9.999984868915202441e+00
5.700000015134121156e+01,1.000000452485141977e+01
5.700004830618982510e+01,1.000000005097954947e+01
5.699997545124245590e+01,9.999991037630383772e+00
5.700000123387958695e+01,9.999987597997924027e+00
5.700009750195455638e+01,9.999945771817728257e+00
5.699986159145816345e+01,1.000002439000759935e+01
5.699995869596392595e+01,1.000007230463929098e+01
5.700000203392465892e+01,9.999999837307296247e+00
5.700000958544852381e+01,1.000003000706798595e+01
5.700000412068459354e+01,9.999982624585985747e+00
5.700007213612597212e+01,1.000004612401185078e+01
5.699989556854829686e+01,1.000006925823337767e+01
5.699997591573078637e+01,9.999967900484460159e+00
5.699993155712306958e+01,9.999817756248011946e+00
5.700002341078367607e+01,9.999956869758557687e+00
5.700000016288954185e+01,9.999997240056195835e+00
5.700005682362495207e+01,1.000006978254604739e+01
5.699991791658362672e+01,1.000009458425471109e+01
5.699992819149994006e+01,9.999880489249212800e+00
5.700004960256305964e+01,9.999992478755356018e+00
5.699996311725571019e+01,1.000000363050495977e+01
5.699989726414283098e+01,9.999830417020110218e+00
5.700002796953576478e+01,9.999984771812814088e+00
5.699994844649657466e+01,9.999994329874580146e+00
5.700000096401577565e+01,1.000008565408512062e+01
5.700003483789243575e+01,1.000002558692920651e+01
5.699999869092120974e+01,1.000000034980160279e+01
5.699997511138705875e+01,9.999916082492186220e+00
5.699999030240096687e+01,9.999991562839717574e+00
5.699995854321353050e+01,1.000002166879322196e+01
5.699992692843751740e+01,9.999999073118408077e+00
5.700001090613606181e+01,9.999943208234968850e+00
5.699998101476376178e+01,9.999998282696987317e+00
5.700005114792072192e+01,9.999940570592267264e+00
5.699995619188398877e+01,1.000007937427943716e+01
5.699997453355506138e+01,9.999884896179519700e+00
5.700006486306660491e+01,9.999919956461596371e+00
5.700000909561881457e+01,9.999998187569383745e+00
5.700006463936055923e+01,9.999962294963481213e+00
5.699999553773135119e+01,9.999900568247907628e+00
5.700001739498746645e+01,1.000000893599275642e+01
5.700000650188932383e+01,9.999991708279864611e+00
5.700001518402619638e+01,1.000000685808139167e+01
5.700000549337834599e+01,1.000006244191028415e+01
5.700009112996686866e+01,9.999894818666032137e+00
5.700003290682042945e+01,1.000004869612439151e+01
5.700003128989616386e+01,1.000001189633284859e+01
5.700000001338367639e+01,9.999962166949398323e+00
5.699999064250830827e+01,9.999930809730138037e+00
5.700005842446657311e+01,9.999957010183893047e+00
5.700005447210835996e+01,9.999970464943904958e+00
5.699995312220767829e+01,9.999937998245030712e+00
5.699996888708029275e+01,1.000000710178618846e+01
5.699996311319552689e+01,1.000004092754520890e+01
5.700003683723264913e+01,1.000000036102585632e+01
5.699999924136339757e+01,1.000000927566528475e+01
5.699985384154814483e+01,9.999928298702736029e+00
5.699987133968325281e+01,9.999956180772668901e+00
5.699993516180046527e+01,9.999977865754949846e+00
5.700001015001323168e+01,9.999984611741364660e+00
5.700011134873292917e+01,9.999915434316269724e+00
5.700000945174078737e+01,9.999998785872334039e+00
5.699999770297092283e+01,9.999930109234330899e+00
5.700000489242651724e+01,9.999901583049899401e+00
5.700005358334178851e+01,9.999983717477290313e+00
5.699991217709317226e+01,1.000004854120589926e+01
5.700003256088059089e+01,9.999972247582197937e+00
5.699991852659359637e+01,9.999994665453360909e+00
5.700008782764577120e+01,1.000003553204401996e+01
5.699987992928564040e+01,9.999924468988307780e+00
5.700002747043924245e+01,9.999948881383311061e+00
5.700003646207134267e+01,9.999997425938364159e+00
5.699996088705749742e+01,9.999997182357729386e+00
5.700011613539547994e+01,1.000003463104855861e+01
5.700007237303465502e+01,1.000001785988305514e+01
5.699997301894156720e+01,1.000005625362958739e+01
5.699999223584208607e+01,9.999999361141286514e+00
5.699999727409953465e+01,9.999999642681487444e+00
5.699989092328658558e+01,1.000020093598215887e+01
5.700003519946736219e+01,9.999978967251736961e+00
5.700000224186622688e+01,9.999927143050625133e+00
5.699995554120508956e+01,9.999914150107404254e+00
5.700006635758050066e+01,1.000005146213857365e+01
5.699997191283349451e+01,9.999924421374529970e+00
